DATAFLOW,MEASURE,ESTIMATE_TYPE,SEX,SECTOR,INDUSTRY,TSEST,REGION,FREQ,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,OBS_STATUS,OBS_COMMENT
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,1994-S2,628.4,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,1995-S1,652.8,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,1995-S2,658,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,1996-S1,674,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,1996-S2,707.4,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,1997-S1,702.3,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,1997-S2,703.8,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,1998-S1,721.9,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,1998-S2,707.2,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,1999-S1,731.8,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,1999-S2,703.8,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2000-S1,704.9,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2000-S2,738.4,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2001-S1,694.9,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2001-S2,751.2,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2002-S1,773.2,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2002-S2,802,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2003-S1,842.8,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2003-S2,847.3,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2004-S1,818.4,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2004-S2,841.9,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2005-S1,920.4,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2005-S2,887.1,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2006-S1,926.4,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2006-S2,919.7,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2007-S1,1018.2,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2007-S2,1036.9,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2008-S1,1036.7,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2008-S2,1079,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2009-S1,1165,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2009-S2,1219.7,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2010-S1,1247.1,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2010-S2,1218.4,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2011-S1,1284.6,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2011-S2,1307.2,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2012-S1,1352.5,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2012-S2,1377.9,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2013-S1,1450.6,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2013-S2,1458.2,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2014-S1,1469.6,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2014-S2,1508.2,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2015-S1,1481.5,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2015-S2,1474.8,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2016-S1,1455.9,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2016-S2,1439.5,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2017-S1,1462.1,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2017-S2,1501.8,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2018-S1,1502.8,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2018-S2,1438.2,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2019-S1,1489.9,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2019-S2,1581.3,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2020-S1,1621,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2020-S2,1550.7,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2021-S1,1604.2,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2021-S2,1640.6,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2022-S1,1648.5,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2022-S2,1689.3,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2023-S1,1737.6,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2023-S2,1692.4,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2024-S1,1769.6,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2024-S2,1806.2,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2025-S1,1872,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2025-S2,1874.8,,,
ABS:AWE(1.0.0),1,1,3,7,E,10,AUS,S,2026-S1,1875.9,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,1994-S2,613,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,1995-S1,626.1,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,1995-S2,604.9,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,1996-S1,628.1,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,1996-S2,647.1,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,1997-S1,627.9,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,1997-S2,643.6,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,1998-S1,665.9,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,1998-S2,678,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,1999-S1,678.2,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,1999-S2,675.6,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2000-S1,693.9,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2000-S2,708.6,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2001-S1,737,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2001-S2,755.4,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2002-S1,773.8,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2002-S2,796.7,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2003-S1,808.8,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2003-S2,805.6,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2004-S1,812,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2004-S2,844.5,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2005-S1,875.9,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2005-S2,893.1,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2006-S1,901.6,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2006-S2,940.7,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2007-S1,932.6,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2007-S2,949.3,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2008-S1,968.7,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2008-S2,1017,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2009-S1,1074.1,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2009-S2,1074.5,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2010-S1,1076.8,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2010-S2,1086.1,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2011-S1,1064.6,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2011-S2,1092.8,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2012-S1,1132.4,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2012-S2,1149.3,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2013-S1,1146.1,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2013-S2,1136.1,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2014-S1,1129.4,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2014-S2,1133,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2015-S1,1181.5,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2015-S2,1220.6,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2016-S1,1227.3,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2016-S2,1261,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2017-S1,1244.2,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2017-S2,1282.2,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2018-S1,1275.7,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2018-S2,1328.5,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2019-S1,1282.6,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2019-S2,1294.5,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2020-S1,1336.3,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2020-S2,1314,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2021-S1,1336.4,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2021-S2,1344.7,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2022-S1,1354.8,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2022-S2,1353.4,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2023-S1,1437.2,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2023-S2,1486.9,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2024-S1,1497.3,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2024-S2,1514.8,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2025-S1,1513.4,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2025-S2,1598.9,,,
ABS:AWE(1.0.0),3,1,1,7,S,10,AUS,S,2026-S1,1599.3,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,1994-S2,716.3,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,1995-S1,729,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,1995-S2,735.1,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,1996-S1,737.3,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,1996-S2,767.5,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,1997-S1,785.8,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,1997-S2,794.2,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,1998-S1,806.9,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,1998-S2,837.3,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,1999-S1,852.7,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,1999-S2,863.7,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2000-S1,866,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2000-S2,888.6,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2001-S1,924.2,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2001-S2,936.8,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2002-S1,952.6,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2002-S2,966.1,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2003-S1,990.9,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2003-S2,1000.8,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2004-S1,1028.5,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2004-S2,1067.1,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2005-S1,1079.7,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2005-S2,1096.9,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2006-S1,1120.5,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2006-S2,1141.7,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2007-S1,1170.9,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2007-S2,1176.3,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2008-S1,1197.2,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2008-S2,1218,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2009-S1,1260.2,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2009-S2,1287.6,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2010-S1,1331.8,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2010-S2,1355,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2011-S1,1391.8,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2011-S2,1412.3,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2012-S1,1454.5,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2012-S2,1478,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2013-S1,1502.4,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2013-S2,1523.9,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2014-S1,1555.1,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2014-S2,1571.1,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2015-S1,1584.8,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2015-S2,1594.3,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2016-S1,1644,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2016-S2,1666.2,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2017-S1,1685.6,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2017-S2,1710.7,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2018-S1,1745.2,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2018-S2,1744.9,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2019-S1,1771.2,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2019-S2,1800.5,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2020-S1,1827.9,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2020-S2,1844.3,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2021-S1,1855.3,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2021-S2,1875.2,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2022-S1,1883.1,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2022-S2,1913.1,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2023-S1,1957.4,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2023-S2,2004,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2024-S1,2035.5,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2024-S2,2075.8,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2025-S1,2105.1,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2025-S2,2162.3,,,
ABS:AWE(1.0.0),2,1,3,7,P,10,AUS,S,2026-S1,2205.6,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,1994-S2,519.9,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,1995-S1,523.5,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,1995-S2,540,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,1996-S1,568.2,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,1996-S2,579.1,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,1997-S1,604,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,1997-S2,584.1,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,1998-S1,563.5,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,1998-S2,537.4,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,1999-S1,596.4,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,1999-S2,584.5,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2000-S1,575.6,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2000-S2,615.5,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2001-S1,585.5,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2001-S2,638.8,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2002-S1,619.6,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2002-S2,691.7,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2003-S1,713.6,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2003-S2,734.6,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2004-S1,786.1,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2004-S2,799.4,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2005-S1,839.1,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2005-S2,814,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2006-S1,823.3,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2006-S2,827.2,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2007-S1,879.8,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2007-S2,947.7,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2008-S1,954.2,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2008-S2,1008.1,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2009-S1,995.2,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2009-S2,1039.3,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2010-S1,1088.1,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2010-S2,1145,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2011-S1,1125.6,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2011-S2,1173.6,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2012-S1,1193.3,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2012-S2,1222.5,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2013-S1,1192.2,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2013-S2,1230.1,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2014-S1,1248.2,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2014-S2,1299.2,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2015-S1,1285,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2015-S2,1231.4,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2016-S1,1264.8,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2016-S2,1237.1,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2017-S1,1238.9,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2017-S2,1291,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2018-S1,1358.5,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2018-S2,1362.9,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2019-S1,1417.6,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2019-S2,1410.9,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2020-S1,1465.1,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2020-S2,1408.1,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2021-S1,1464.8,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2021-S2,1502.6,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2022-S1,1496.3,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2022-S2,1579.8,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2023-S1,1637.3,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2023-S2,1708.1,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2024-S1,1730.6,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2024-S2,1814.4,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2025-S1,1896.2,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2025-S2,1932.5,,,
ABS:AWE(1.0.0),2,1,2,7,E,10,AUS,S,2026-S1,1985.3,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2009-S1,31.8,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2009-S2,40.2,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2010-S1,35.7,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2010-S2,35.4,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2011-S1,39.4,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2011-S2,50.7,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2012-S1,41.7,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2012-S2,39.8,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2013-S1,34.4,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2013-S2,41.4,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2014-S1,34.6,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2014-S2,31.7,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2015-S1,43.8,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2015-S2,36.8,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2016-S1,46.8,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2016-S2,41.3,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2017-S1,42.2,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2017-S2,43.7,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2018-S1,36.5,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2018-S2,46.7,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2019-S1,39.2,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2019-S2,41.9,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2020-S1,38.8,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2020-S2,47.2,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2021-S1,32.3,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2021-S2,41.2,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2022-S1,34.4,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2022-S2,39.1,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2023-S1,34.9,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2023-S2,37.1,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2024-S1,33.5,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2024-S2,46.4,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2025-S1,54.3,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2025-S2,38.3,,,
ABS:AWE(1.0.0),2,2,2,7,M,10,AUS,S,2026-S1,52.2,,,
ABS:AWE(1.0.0),2,2,1,7,B,10,AUS,S,2009-S1,71.6,,,
ABS:AWE(1.0.0),2,2,1,7,B,10,AUS,S,2009-S2,60.5,,,
ABS:AWE(1.0.0),2,2,1,7,B,10,AUS,S,2010-S1,76.8,,,
ABS:AWE(1.0.0),2,2,1,7,B,10,AUS,S,2010-S2,82.2,,,
ABS:AWE(1.0.0),2,2,1,7,B,10,AUS,S,2011-S1,70.2,,,
ABS:AWE(1.0.0),2,2,1,7,B,10,AUS,S,2011-S2,34.1,,,
ABS:AWE(1.0.0),2,2,1,7,B,10,AUS,S,2012-S1,48.4,,,
ABS:AWE(1.0.0),2,2,1,7,B,10,AUS,S,2012-S2,33.7,,,
ABS:AWE(1.0.0),2,2,1,7,B,10,AUS,S,2013-S1,36.3,,,
ABS:AWE(1.0.0),2,2,1,7,B,10,AUS,S,2013-S2,45.2,,,
ABS:AWE(1.0.0),2,2,1,7,B,10,AUS,S,2014-S1,37.3,,,
ABS:AWE(1.0.0),2,2,1,7,B,10,AUS,S,2014-S2,48.5,,,
ABS:AWE(1.0.0),2,2,1,7,B,10,AUS,S,2015-S1,46.3,,,
ABS:AWE(1.0.0),2,2,1,7,B,10,AUS,S,2015-S2,25.1,,,
ABS:AWE(1.0.0),2,2,1,7,B,10,AUS,S,2016-S1,37.5,,,
