DATAFLOW,ASGS_2011_STATE_GCCSA_SA4_SA3_SA2,HH_TYPE,PROJ_SERIES,FREQUENCY,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,OBS_STATUS,OBS_COMMENT
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2021,1188,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2022,1195,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2023,1203,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2024,1204,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2025,1201,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2026,1202,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2027,1202,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2028,1208,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2029,1211,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2030,1214,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2031,1214,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2032,1218,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2033,1219,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2034,1220,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2035,1212,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2036,1203,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2037,1196,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2038,1192,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2039,1188,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2040,1182,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2041,1173,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2042,1163,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2043,1155,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2044,1148,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2045,1135,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,1,A,2046,1126,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2021,274908,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2022,281507,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2023,285111,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2024,288630,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2025,292150,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2026,295775,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2027,299612,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2028,303217,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2029,306715,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2030,310055,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2031,313339,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2032,316806,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2033,320103,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2034,323249,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2035,326291,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2036,329345,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2037,332539,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2038,335722,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2039,338870,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2040,342028,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2041,345293,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2042,348604,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2043,351921,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2044,355309,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2045,358772,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,31,2,A,2046,362334,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2021,6250,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2022,6266,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2023,6534,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2024,6750,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2025,6945,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2026,7114,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2027,7263,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2028,7392,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2029,7501,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2030,7598,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2031,7677,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2032,7752,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2033,7821,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2034,7886,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2035,7943,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2036,7997,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2037,8047,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2038,8099,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2039,8153,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2040,8208,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2041,8268,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2042,8336,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2043,8409,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2044,8487,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2045,8573,,,
ABS:ABS_HH_PROV(1.0.0),5RWAU,32,1,A,2046,8664,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2021,29148,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2022,29553,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2023,30185,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2024,30781,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2025,31349,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2026,31883,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2027,32431,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2028,32938,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2029,33424,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2030,33897,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2031,34352,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2032,34791,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2033,35195,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2034,35582,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2035,35959,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2036,36326,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2037,36668,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2038,36977,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2039,37278,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2040,37555,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2041,37824,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2042,38071,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2043,38301,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2044,38532,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2045,38747,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,1,A,2046,38952,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2021,83086,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2022,84888,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2023,86915,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2024,88570,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2025,90385,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2026,92449,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2027,94398,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2028,96424,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2029,98354,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2030,100154,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2031,101877,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2032,103536,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2033,105234,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2034,106774,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2035,108188,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2036,109571,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2037,110643,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2038,111618,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2039,112510,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2040,113241,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2041,114011,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2042,114709,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2043,115214,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2044,115718,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2045,116174,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,32,2,A,2046,116585,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2021,469596,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2022,476618,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2023,492993,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2024,508157,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2025,523667,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2026,539471,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2027,555543,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2028,571322,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2029,586886,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2030,602226,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2031,617387,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2032,632293,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2033,646958,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2034,661283,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2035,675354,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2036,689294,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2037,702896,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2038,716151,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2039,729015,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2040,741470,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2041,753734,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2042,765532,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2043,776881,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2044,787908,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2045,798557,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,31,1,A,2046,809010,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2021,6045,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2022,6176,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2023,6340,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2024,6464,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2025,6577,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2026,6710,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2027,6839,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2028,6964,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2029,7083,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2030,7195,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2031,7304,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2032,7408,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2033,7505,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2034,7604,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2035,7694,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2036,7792,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2037,7880,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2038,7965,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2039,8051,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2040,8129,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2041,8209,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2042,8284,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2043,8357,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2044,8427,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2045,8495,,,
ABS:ABS_HH_PROV(1.0.0),7RNTE,31,1,A,2046,8563,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2021,89939,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2022,90490,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2023,90927,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2024,91223,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2025,91545,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2026,91837,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2027,92101,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2028,92318,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2029,92507,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2030,92669,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2031,92768,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2032,92780,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2033,92777,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2034,92781,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2035,92763,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2036,92716,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2037,92655,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2038,92559,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2039,92448,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2040,92313,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2041,92154,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2042,91976,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2043,91768,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2044,91539,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2045,91279,,,
ABS:ABS_HH_PROV(1.0.0),6RTAS,1_2,3,A,2046,90995,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2021,1172658,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2022,1184848,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2023,1203743,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2024,1221704,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2025,1239452,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2026,1256669,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2027,1273016,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2028,1289355,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2029,1305709,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2030,1322177,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2031,1338578,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2032,1354832,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2033,1371035,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2034,1387153,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2035,1403236,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2036,1419367,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2037,1435344,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2038,1451082,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2039,1466781,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2040,1482411,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2041,1498244,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2042,1514169,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2043,1529721,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2044,1545392,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2045,1561122,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,1,A,2046,1577093,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2021,832159,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2022,844886,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2023,863155,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2024,878995,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2025,894189,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2026,908576,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2027,923278,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2028,937646,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2029,951663,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2030,965427,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2031,978888,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2032,992433,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2033,1005747,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2034,1018642,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2035,1031257,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2036,1043639,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2037,1056203,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2038,1068316,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2039,1079918,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2040,1091012,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2041,1101800,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2042,1111978,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2043,1121493,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2044,1130512,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2045,1138988,,,
ABS:ABS_HH_PROV(1.0.0),5GPER,4,2,A,2046,1147145,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2021,176879,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2022,175726,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2023,178951,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2024,181903,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2025,184919,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2026,188097,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2027,191533,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2028,194833,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2029,198103,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2030,201292,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2031,204384,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2032,207411,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2033,210239,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2034,213120,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2035,216054,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2036,218938,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2037,221849,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2038,224717,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2039,227537,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2040,230340,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2041,233129,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2042,235839,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2043,238437,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2044,240989,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2045,243465,,,
ABS:ABS_HH_PROV(1.0.0),8ACTE,4,2,A,2046,245888,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2021,102203,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2022,102955,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2023,104362,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2024,105573,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2025,106721,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2026,107731,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2027,108729,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2028,109624,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2029,110437,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2030,111227,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2031,111921,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2032,112487,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2033,113008,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2034,113499,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2035,113968,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2036,114416,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2037,114785,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2038,115104,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2039,115394,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2040,115654,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2041,115892,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2042,116087,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2043,116235,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2044,116364,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2045,116473,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,3,A,2046,116563,,,
ABS:ABS_HH_PROV(1.0.0),7GDAR,4,3,A,2021,52621,,,
ABS:ABS_HH_PROV(1.0.0),7GDAR,4,3,A,2022,52781,,,
ABS:ABS_HH_PROV(1.0.0),7GDAR,4,3,A,2023,53824,,,
ABS:ABS_HH_PROV(1.0.0),7GDAR,4,3,A,2024,54554,,,
ABS:ABS_HH_PROV(1.0.0),7GDAR,4,3,A,2025,55312,,,
ABS:ABS_HH_PROV(1.0.0),7GDAR,4,3,A,2026,56004,,,
ABS:ABS_HH_PROV(1.0.0),7GDAR,4,3,A,2027,56718,,,
ABS:ABS_HH_PROV(1.0.0),7GDAR,4,3,A,2028,57414,,,
ABS:ABS_HH_PROV(1.0.0),7GDAR,4,3,A,2029,58017,,,
ABS:ABS_HH_PROV(1.0.0),7GDAR,4,3,A,2030,58613,,,
ABS:ABS_HH_PROV(1.0.0),7GDAR,4,3,A,2031,59121,,,
ABS:ABS_HH_PROV(1.0.0),7GDAR,4,3,A,2032,59611,,,
ABS:ABS_HH_PROV(1.0.0),7GDAR,4,3,A,2033,60097,,,
ABS:ABS_HH_PROV(1.0.0),7GDAR,4,3,A,2034,60571,,,
ABS:ABS_HH_PROV(1.0.0),7GDAR,4,3,A,2035,61047,,,
ABS:ABS_HH_PROV(1.0.0),7GDAR,4,3,A,2036,61501,,,
