DATAFLOW,ASGS_2011_STATE_GCCSA_SA4_SA3_SA2,HH_TYPE,PROJ_SERIES,FREQUENCY,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,OBS_STATUS,OBS_COMMENT
ABS:ABS_HH_PROV(1.0.0),8,31,3,A,2040,61282,,,
ABS:ABS_HH_PROV(1.0.0),8,31,3,A,2041,62011,,,
ABS:ABS_HH_PROV(1.0.0),8,31,3,A,2042,62690,,,
ABS:ABS_HH_PROV(1.0.0),8,31,3,A,2043,63321,,,
ABS:ABS_HH_PROV(1.0.0),8,31,3,A,2044,63934,,,
ABS:ABS_HH_PROV(1.0.0),8,31,3,A,2045,64524,,,
ABS:ABS_HH_PROV(1.0.0),8,31,3,A,2046,65085,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2021,36944,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2022,37457,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2023,38261,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2024,38932,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2025,39622,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2026,40352,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2027,41120,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2028,41915,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2029,42678,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2030,43453,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2031,44256,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2032,45098,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2033,45952,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2034,46757,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2035,47533,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2036,48299,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2037,49024,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2038,49720,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2039,50386,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2040,50995,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2041,51605,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2042,52182,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2043,52693,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2044,53197,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2045,53673,,,
ABS:ABS_HH_PROV(1.0.0),5,32,3,A,2046,54125,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2021,158626,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2022,160125,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2023,161890,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2024,163378,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2025,164833,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2026,166164,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2027,167423,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2028,168566,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2029,169618,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2030,170627,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2031,171487,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2032,172122,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2033,172740,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2034,173349,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2035,173905,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2036,174417,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2037,174853,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2038,175237,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2039,175585,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2040,175885,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2041,176149,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2042,176372,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2043,176546,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2044,176683,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2045,176790,,,
ABS:ABS_HH_PROV(1.0.0),6,1_2,1,A,2046,176875,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2021,2027446,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2022,2058918,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2023,2103229,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2024,2142547,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2025,2180141,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2026,2215521,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2027,2248015,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2028,2279542,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2029,2310308,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2030,2340365,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2031,2369530,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2032,2397378,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2033,2424580,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2034,2451085,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2035,2476896,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2036,2501991,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2037,2525974,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2038,2548966,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2039,2571168,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2040,2592455,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2041,2613174,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2042,2633333,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2043,2652433,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2044,2670968,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2045,2688785,,,
ABS:ABS_HH_PROV(1.0.0),3,4,3,A,2046,2706173,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2021,740408,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2022,747732,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2023,758903,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2024,768052,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2025,776744,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2026,784889,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2027,792299,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2028,799206,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2029,805750,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2030,811832,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2031,817465,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2032,822524,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2033,827314,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2034,831861,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2035,836177,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2036,840252,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2037,844031,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2038,847487,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2039,850667,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2040,853574,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2041,856331,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2042,858784,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2043,860932,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2044,862875,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2045,864609,,,
ABS:ABS_HH_PROV(1.0.0),4,4,3,A,2046,866228,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2021,349932,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2022,355063,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2023,360186,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2024,365101,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2025,369795,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2026,374471,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2027,379039,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2028,383405,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2029,387704,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2030,391904,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2031,396157,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2032,400483,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2033,404687,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2034,408801,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2035,412842,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2036,417001,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2037,421100,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2038,425141,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2039,429185,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2040,433220,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2041,437404,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2042,441626,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2043,445780,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2044,450057,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2045,454405,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,31,1,A,2046,458914,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2021,731504,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2022,745049,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2023,756844,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2024,768095,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2025,779709,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2026,791132,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2027,801932,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2028,812892,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2029,823961,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2030,835219,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2031,846351,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2032,857056,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2033,867801,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2034,878565,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2035,889361,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2036,900015,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2037,910509,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2038,920818,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2039,931024,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2040,941117,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2041,951112,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2042,961130,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2043,970914,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2044,980659,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2045,990309,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,1_2,1,A,2046,999963,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2021,29148,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2022,29360,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2023,29790,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2024,30174,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2025,30522,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2026,30822,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2027,31132,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2028,31393,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2029,31634,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2030,31848,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2031,32040,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2032,32229,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2033,32370,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2034,32487,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2035,32600,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2036,32712,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2037,32804,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2038,32859,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2039,32901,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2040,32933,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2041,32961,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2042,32973,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2043,32973,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2044,32978,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2045,32979,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,31,3,A,2046,32977,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2021,1882098,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2022,1907052,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2023,1959614,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2024,2006158,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2025,2053748,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2026,2101516,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2027,2148793,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2028,2194926,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2029,2240036,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2030,2284364,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2031,2327236,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2032,2368326,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2033,2408924,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2034,2448804,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2035,2488250,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2036,2526968,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2037,2564832,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2038,2601707,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2039,2637546,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2040,2672362,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2041,2706447,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2042,2739413,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2043,2770914,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2044,2801465,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2045,2830991,,,
ABS:ABS_HH_PROV(1.0.0),2GMEL,4,1,A,2046,2859860,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2021,1049320,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2022,1068301,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2023,1083706,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2024,1098169,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2025,1112729,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2026,1126993,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2027,1141571,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2028,1155964,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2029,1170232,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2030,1184415,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2031,1198356,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2032,1212480,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2033,1226452,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2034,1240247,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2035,1253931,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2036,1267484,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2037,1281459,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2038,1295230,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2039,1308860,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2040,1322375,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2041,1335908,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2042,1349543,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2043,1362931,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2044,1376382,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2045,1389844,,,
ABS:ABS_HH_PROV(1.0.0),3RQLD,4,2,A,2046,1403429,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2021,102203,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2022,103304,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2023,105057,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2024,106620,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2025,108119,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2026,109492,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2027,110857,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2028,112119,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2029,113299,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2030,114459,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2031,115522,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2032,116435,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2033,117313,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2034,118160,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2035,118974,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2036,119770,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2037,120475,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2038,121119,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2039,121740,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2040,122320,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2041,122884,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2042,123402,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2043,123883,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2044,124343,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2045,124782,,,
ABS:ABS_HH_PROV(1.0.0),6GHOB,4,1,A,2046,125204,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2021,1172658,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2022,1182603,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2023,1198944,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2024,1214199,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2025,1229085,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2026,1243334,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2027,1256609,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2028,1269763,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2029,1282880,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2030,1296072,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2031,1309143,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2032,1322108,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2033,1334939,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2034,1347638,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2035,1360310,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2036,1372953,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2037,1385394,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2038,1397630,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2039,1409777,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2040,1421882,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2041,1434095,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2042,1446317,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2043,1458221,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2044,1470191,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2045,1482193,,,
ABS:ABS_HH_PROV(1.0.0),1RNSW,4,3,A,2046,1494356,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2021,55400,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2022,56347,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2023,57029,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2024,57648,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2025,58276,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2026,58963,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2027,59619,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2028,60193,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2029,60726,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2030,61215,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2031,61667,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2032,62089,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2033,62440,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2034,62730,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2035,62981,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2036,63204,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2037,63360,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2038,63499,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2039,63604,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2040,63671,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2041,63736,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2042,63742,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2043,63720,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2044,63671,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2045,63596,,,
ABS:ABS_HH_PROV(1.0.0),4RSAU,31,2,A,2046,63497,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,3,A,2021,1188,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,3,A,2022,1195,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,3,A,2023,1197,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,3,A,2024,1190,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,3,A,2025,1183,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,3,A,2026,1178,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,3,A,2027,1170,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,3,A,2028,1169,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,3,A,2029,1164,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,3,A,2030,1159,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,3,A,2031,1152,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,3,A,2032,1150,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,3,A,2033,1140,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,3,A,2034,1134,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,3,A,2035,1127,,,
ABS:ABS_HH_PROV(1.0.0),9OTER,1_2,3,A,2036,1112,,,
