DATAFLOW,MEASURE,DATA_ITEM,LOAN_TYPE,LOAN_PURPOSE,LENDER_TYPE,HOUSING_PURPOSE,TSEST,REGION,FREQ,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,OBS_STATUS,OBS_COMMENT
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2019-Q3,240,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2019-Q4,267,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2020-Q1,271,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2020-Q2,266,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2020-Q3,572,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2020-Q4,429,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2021-Q1,323,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2021-Q2,301,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2021-Q3,283,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2021-Q4,285,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2022-Q1,215,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2022-Q2,241,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2022-Q3,165,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2022-Q4,153,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2023-Q1,120,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2023-Q2,139,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2023-Q3,124,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2023-Q4,110,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2024-Q1,109,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2024-Q2,107,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2024-Q3,129,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2024-Q4,100,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2025-Q1,94,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2025-Q2,119,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2025-Q3,135,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2025-Q4,146,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,DV8545,TOT,DV5167,10,6,Q,2026-Q1,151,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2019-Q3,364.7,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2019-Q4,359.2,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2020-Q1,271.6,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2020-Q2,281.4,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2020-Q3,360.3,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2020-Q4,433,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2021-Q1,507.5,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2021-Q2,584.9,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2021-Q3,632.2,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2021-Q4,643.1,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2022-Q1,607.8,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2022-Q2,420.6,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2022-Q3,332.2,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2022-Q4,341.9,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2023-Q1,361.2,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2023-Q2,393.8,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2023-Q3,400.7,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2023-Q4,446.1,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2024-Q1,462.2,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2024-Q2,518.4,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2024-Q3,505.3,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2024-Q4,393.1,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2025-Q1,377.1,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2025-Q2,389.2,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2025-Q3,459.2,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2025-Q4,461.1,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,TOTHOUS,TOT,DV5168_FHB,20,1,Q,2026-Q1,442.6,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2019-Q3,149.4,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2019-Q4,135,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2020-Q1,128,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2020-Q2,123.8,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2020-Q3,104.4,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2020-Q4,120.5,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2021-Q1,117.7,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2021-Q2,170.2,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2021-Q3,264.2,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2021-Q4,239.9,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2022-Q1,206.2,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2022-Q2,225.7,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2022-Q3,238.1,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2022-Q4,214.6,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2023-Q1,176.7,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2023-Q2,156.9,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2023-Q3,162.1,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2023-Q4,176,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2024-Q1,145.8,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2024-Q2,194.9,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2024-Q3,217.3,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2024-Q4,212.6,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2025-Q1,229,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2025-Q2,277.6,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2025-Q3,314.4,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2025-Q4,352.9,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8355,TOT,DV5168,10,1,Q,2026-Q1,313.7,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2019-Q3,5562,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2019-Q4,5912,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2020-Q1,5403,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2020-Q2,4152,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2020-Q3,5328,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2020-Q4,6724,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2021-Q1,7385,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2021-Q2,9600,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2021-Q3,11542,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2021-Q4,13719,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2022-Q1,11842,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2022-Q2,11968,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2022-Q3,10060,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2022-Q4,9179,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2023-Q1,7665,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2023-Q2,9003,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2023-Q3,9403,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2023-Q4,10444,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2024-Q1,9379,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2024-Q2,11759,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2024-Q3,12990,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2024-Q4,12273,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2025-Q1,10588,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2025-Q2,11931,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2025-Q3,13312,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2025-Q4,14213,,,,
ABS:LEND_HOUSING(1.1),FIN_NUM,NEWCOMMITS,DV8368,TOTDWELL,TOT,DV5168,10,3,Q,2026-Q1,11991,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2002-Q3,191.5,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2002-Q4,219.3,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2003-Q1,218,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2003-Q2,234.8,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2003-Q3,270.3,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2003-Q4,255.3,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2004-Q1,232.5,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2004-Q2,247.2,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2004-Q3,255.8,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2004-Q4,272.1,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2005-Q1,298.4,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2005-Q2,309.4,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2005-Q3,308.2,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2005-Q4,322.9,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2006-Q1,370.5,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2006-Q2,365.1,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2006-Q3,391.3,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2006-Q4,368.4,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2007-Q1,363.9,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2007-Q2,440.8,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2007-Q3,428.7,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2007-Q4,444.2,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2008-Q1,419.2,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2008-Q2,352.9,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2008-Q3,321.4,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2008-Q4,388.8,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2009-Q1,482.3,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2009-Q2,488.4,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2009-Q3,471.2,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2009-Q4,423.6,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2010-Q1,342.5,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2010-Q2,327.4,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2010-Q3,336.2,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2010-Q4,307.6,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2011-Q1,338.5,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2011-Q2,339.8,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2011-Q3,326.5,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2011-Q4,303.3,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2012-Q1,292.8,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2012-Q2,298.1,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2012-Q3,303.8,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2012-Q4,319.8,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2013-Q1,318.4,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2013-Q2,332.1,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2013-Q3,365.4,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2013-Q4,393,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2014-Q1,384.2,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2014-Q2,383.9,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2014-Q3,354.4,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2014-Q4,332.7,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2015-Q1,362.1,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2015-Q2,345.2,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2015-Q3,372.1,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2015-Q4,368.2,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2016-Q1,357.1,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2016-Q2,404.1,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2016-Q3,422.5,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2016-Q4,428.3,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2017-Q1,457.2,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2017-Q2,437.1,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2017-Q3,434.7,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2017-Q4,458.7,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2018-Q1,457.3,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2018-Q2,482.5,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2018-Q3,490,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2018-Q4,525.9,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2019-Q1,501.8,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2019-Q2,477.3,,,,
ABS:LEND_HOUSING(1.1),FIN_VAL,NEWCOMMITS,DV8368,DV8546,TOT,DV5167,20,6,Q,2019-Q3,485.9,,,,
