DATAFLOW,MEASURE,REGION,FREQ,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,UNIT_MULT,OBS_STATUS,OBS_COMMENT
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2009-Q2,455,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2009-Q3,473,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2009-Q4,505,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2010-Q1,518,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2010-Q2,510,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2010-Q3,500,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2010-Q4,500,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2011-Q1,500,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2011-Q2,485,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2011-Q3,470,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2011-Q4,480,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2012-Q1,489.5,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2012-Q2,499,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2012-Q3,495,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2012-Q4,510,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2013-Q1,520,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2013-Q2,529,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2013-Q3,520,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2013-Q4,552,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2014-Q1,530.5,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2014-Q2,525,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2014-Q3,530,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2014-Q4,531,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2015-Q1,536.5,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2015-Q2,537,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2015-Q3,520,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2015-Q4,525,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2016-Q1,518,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2016-Q2,520,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2016-Q3,510,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2016-Q4,525,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2017-Q1,510,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2017-Q2,506,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2017-Q3,500,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2017-Q4,515,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2018-Q1,510,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2018-Q2,510,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2018-Q3,485,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2018-Q4,489,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2019-Q1,490,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2019-Q2,480,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2019-Q3,478,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2019-Q4,495,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2020-Q1,477.5,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2020-Q2,475,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2020-Q3,495,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2020-Q4,528,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2021-Q1,535,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2021-Q2,540,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2021-Q3,525,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2021-Q4,558.8,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2022-Q1,550,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2022-Q2,565,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2022-Q3,555,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2022-Q4,580,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2023-Q1,578,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2023-Q2,600,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2023-Q3,600,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2023-Q4,660,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2024-Q1,700,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2024-Q2,755,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2024-Q3,780,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2024-Q4,820,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2025-Q1,820,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2025-Q2,850,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2025-Q3,872.5,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2025-Q4,960,,,,
ABS:RES_DWELL(1.0.0),3,5GPER,Q,2026-Q1,1000,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2002-Q1,365,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2002-Q2,393.5,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2002-Q3,413,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2002-Q4,444,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2003-Q1,434.5,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2003-Q2,460,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2003-Q3,480,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2003-Q4,520,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2004-Q1,523,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2004-Q2,498,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2004-Q3,500,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2004-Q4,515,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2005-Q1,486,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2005-Q2,500,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2005-Q3,490,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2005-Q4,500,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2006-Q1,470,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2006-Q2,495,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2006-Q3,482,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2006-Q4,500,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2007-Q1,480,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2007-Q2,512.3,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2007-Q3,514,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2007-Q4,540,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2008-Q1,495,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2008-Q2,517,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2008-Q3,482,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2008-Q4,468,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2009-Q1,448,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2009-Q2,490,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2009-Q3,500,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2009-Q4,595,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2010-Q1,583,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2010-Q2,612.5,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2010-Q3,598,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2010-Q4,620,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2011-Q1,575,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2011-Q2,592,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2011-Q3,567,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2011-Q4,533,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2012-Q1,607.5,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2012-Q2,600,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2012-Q3,585,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2012-Q4,640,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2013-Q1,615,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2013-Q2,650,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2013-Q3,670,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2013-Q4,745,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2014-Q1,680,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2014-Q2,728,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2014-Q3,730,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2014-Q4,816,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2015-Q1,792.5,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2015-Q2,860,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2015-Q3,888.2,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2015-Q4,915,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2016-Q1,850,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2016-Q2,895,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2016-Q3,900,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2016-Q4,985.5,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2017-Q1,930,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2017-Q2,1050,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2017-Q3,950,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2017-Q4,1029,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2018-Q1,955,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2018-Q2,973.1,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2018-Q3,950,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2018-Q4,940,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2019-Q1,870,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2019-Q2,897,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2019-Q3,900,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2019-Q4,985,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2020-Q1,947.5,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2020-Q2,955,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2020-Q3,945,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2020-Q4,999,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2021-Q1,1052,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2021-Q2,1206.4,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2021-Q3,1300,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2021-Q4,1360,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2022-Q1,1325,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2022-Q2,1350,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2022-Q3,1300,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2022-Q4,1300,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2023-Q1,1250.1,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2023-Q2,1355,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2023-Q3,1370,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2023-Q4,1420,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2024-Q1,1401,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2024-Q2,1454.3,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2024-Q3,1410,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2024-Q4,1450,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2025-Q1,1450,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2025-Q2,1520.5,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2025-Q3,1520,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2025-Q4,1560,,,,
ABS:RES_DWELL(1.0.0),3,1GSYD,Q,2026-Q1,1485,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2002-Q1,190,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2002-Q2,188.3,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2002-Q3,190,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2002-Q4,195,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2003-Q1,198,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2003-Q2,200.5,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2003-Q3,214,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2003-Q4,226,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2004-Q1,239.5,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2004-Q2,248.8,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2004-Q3,245,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2004-Q4,259,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2005-Q1,275,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2005-Q2,280,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2005-Q3,295,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2005-Q4,320,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2006-Q1,341.5,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2006-Q2,349.5,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2006-Q3,360,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2006-Q4,380,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2007-Q1,389.5,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2007-Q2,395,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2007-Q3,400,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2007-Q4,418.5,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2008-Q1,420,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2008-Q2,422.3,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2008-Q3,430,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2008-Q4,445,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2009-Q1,455,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2009-Q2,465,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2009-Q3,490,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2009-Q4,520,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2010-Q1,529,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2010-Q2,530,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2010-Q3,535,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2010-Q4,545,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2011-Q1,510,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2011-Q2,500,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2011-Q3,497,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2011-Q4,515,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2012-Q1,525,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2012-Q2,543.5,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2012-Q3,540,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2012-Q4,561,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2013-Q1,530,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2013-Q2,540,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2013-Q3,570,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2013-Q4,579,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2014-Q1,595,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2014-Q2,557.5,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2014-Q3,570,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2014-Q4,581,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2015-Q1,570,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2015-Q2,595,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2015-Q3,580,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2015-Q4,575,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2016-Q1,570,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2016-Q2,548,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2016-Q3,520,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2016-Q4,522,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2017-Q1,530,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2017-Q2,500,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2017-Q3,500,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2017-Q4,513.8,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2018-Q1,500,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2018-Q2,506,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2018-Q3,500,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2018-Q4,510,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2019-Q1,485,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2019-Q2,470,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2019-Q3,489,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2019-Q4,470,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2020-Q1,470,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2020-Q2,465,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2020-Q3,500,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2020-Q4,522.5,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2021-Q1,535,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2021-Q2,565,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2021-Q3,580,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2021-Q4,600,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2022-Q1,600,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2022-Q2,585,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2022-Q3,560,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2022-Q4,590,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2023-Q1,575,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2023-Q2,590,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2023-Q3,585,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2023-Q4,589.5,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2024-Q1,570,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2024-Q2,582.5,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2024-Q3,558.8,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2024-Q4,560,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2025-Q1,599.8,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2025-Q2,622.4,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2025-Q3,670,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2025-Q4,710,,,,
ABS:RES_DWELL(1.0.0),3,7GDAR,Q,2026-Q1,750,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2002-Q1,245,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2002-Q2,258,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2002-Q3,275,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2002-Q4,291,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2003-Q1,300,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2003-Q2,334.5,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2003-Q3,360,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2003-Q4,375,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2004-Q1,375,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2004-Q2,375,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2004-Q3,352.5,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2004-Q4,372,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2005-Q1,374.7,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2005-Q2,373.5,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2005-Q3,365,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2005-Q4,387,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2006-Q1,385,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2006-Q2,399.5,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2006-Q3,413,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2006-Q4,420.8,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2007-Q1,430,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2007-Q2,445,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2007-Q3,460,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2007-Q4,468,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2008-Q1,470,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2008-Q2,474,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2008-Q3,447,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2008-Q4,450,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2009-Q1,459.5,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2009-Q2,455,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2009-Q3,456,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2009-Q4,509,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2010-Q1,530,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2010-Q2,516.2,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2010-Q3,530,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2010-Q4,534.5,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2011-Q1,530,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2011-Q2,533,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2011-Q3,490,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2011-Q4,500,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2012-Q1,512.5,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2012-Q2,482.5,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2012-Q3,490,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2012-Q4,519,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2013-Q1,505,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2013-Q2,510,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2013-Q3,505,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2013-Q4,503.3,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2014-Q1,553.7,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2014-Q2,550,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2014-Q3,554,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2014-Q4,570,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2015-Q1,585,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2015-Q2,580,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2015-Q3,587.5,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2015-Q4,615,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2016-Q1,590,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2016-Q2,623,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2016-Q3,615.8,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2016-Q4,636,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2017-Q1,654.5,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2017-Q2,670,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2017-Q3,667.5,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2017-Q4,690,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2018-Q1,698.5,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2018-Q2,690,,,,
ABS:RES_DWELL(1.0.0),3,8ACTE,Q,2018-Q3,700,,,,
